Date,s1_eq_regime,s2_sector_top3,s3_bond_dur,s4_credit,s5_curve_carry,s6_cmdty,s7_gld_slv,s8_fx_carry,s9_usd_reg,s10_vix_carry,s12_btc,s13_xa_gem,s15_defensive,s17_semi,s18_spy_rev,s19_em,s20_infl
2008-10-01,0.004682578104154178,-0.0007217616607398315,0.004098375091180986,0.004682578104154178,0.007375053554766101,-0.000971914448132495,0.0022860874589181743,-0.0002281426183854962,0.003840727345571664,-0.0,-0.0002281426183854962,0.007840544275643353,0.0017239697849398387,-0.0002281426183854962,0.0003052093485021809,-0.0002281426183854962,0.007130452137284641
2008-10-02,0.003232149566612885,-0.00019389085020073138,0.002845979376695737,0.003232149566612885,0.005805521374812266,-0.00013560922064244707,-0.00913877748005713,-0.0006525070816572054,0.012973149614690703,-0.0,-0.0006525070816572054,0.004963489617512803,-0.004524968929628872,-0.0006525070816572054,-0.01834830646509817,-0.0006525070816572054,0.005650119100403332
2008-10-03,0.004119634107990988,0.0,0.0036290625160502903,0.004119634107990988,0.0039049255059153843,0.0,0.0006726890144888773,0.0,-0.003649632151070962,-0.0,0.0,0.005417651260745696,-0.007886877109335135,0.0,-0.006378173383029397,0.0,0.0038025559641464623
2008-10-06,0.0030388934301678328,-9.704115355980748e-05,0.002689147573703203,0.0030388934301678328,0.0083634805505963,-6.787705822585331e-05,0.004357680880979962,-0.0003262414916126444,0.0109556998075386,-0.0,-0.0003262414916126444,0.011142152284369279,-0.020220715308329616,-0.0003262414916126444,-0.023970722857808175,-0.0003262414916126444,0.008110202579723521
2008-10-07,0.0003568878950056531,-9.725070568735638e-05,0.00032008051286936583,0.0003568878950056531,-0.0007853300383917341,-6.924675414872159e-05,0.0075144926094037326,-0.000326158396403764,-0.006359036000509396,-0.0,-0.000326158396403764,-0.0018190551922091774,-0.01601782348307364,-0.000326158396403764,-0.019149984910954654,-0.000326158396403764,-0.0007606627449043246
2008-10-08,-0.00641802281152265,-0.00038969824338430485,-0.005796762645395197,-0.00641802281152265,-0.013088174381396367,-0.00027725727287229875,0.005152875539983096,-0.0013059960242244872,-0.0028189100230828447,-0.0,-0.0013059960242244872,-0.008629811788946479,-0.009936133619578943,-0.0013059960242244872,-0.010175702820294468,-0.0013059960242244872,-0.012713646496807375
2008-10-09,0.0008953954954189491,0.0006874339108714032,0.0008033175200565577,0.0008953954954189491,-0.009924084607694596,0.0004957545878701667,0.0011214601084306138,0.0022876003485691188,0.004585202668898161,-0.0,0.0022876003485691188,-0.0049719263103549525,-0.03198876063062751,0.0022876003485691188,-0.027683059560728678,0.0022876003485691188,-0.009677920233620128
2008-10-10,0.002326283636763793,0.0003914676737407889,0.00226378167434895,0.002326283636763793,-0.011551729117181326,0.0002842747276880326,-0.015572274977359881,0.0013031416771566162,0.001398670963186339,-0.0,0.0013031416771566162,-0.004200415625003202,-0.010164228621622674,0.0013031416771566162,-0.008436898409349134,0.0013031416771566162,-0.011255421909035682
2008-10-13,-0.006609766062134759,-0.001765425420185845,-0.006609766062134759,-0.006609766062134759,-0.00659519652764363,-0.0012793062973402453,-0.0029725432571100206,-0.005865048192238487,-0.0006982096199248194,-0.0,-0.005865048192238487,-0.00765253864388171,0.03795199935878804,-0.005865048192238487,0.04991369255942603,-0.005865048192238487,-0.006482131837064152
2008-10-14,0.0003577231749545273,0.0007961705008089175,0.0003564732411594827,0.0003577231749545273,-0.0045097120207572665,0.0005805363068928065,0.0005149262696337109,0.0026179501250740422,-0.00034923840032741865,-0.0,0.0026179501250740422,-0.0037945947799448198,0.0014516691054867591,0.0026179501250740422,-0.0035715048906457833,0.0026179501250740422,-0.004426937343604646
2008-10-15,0.005023340702913215,9.906767017311553e-05,0.005023340702913215,0.005023340702913215,0.007936786924382423,7.229793612484014e-05,0.0027175611426969895,0.0003253629184344353,0.010132045181470588,-0.0,0.0003253629184344353,0.005758393799317779,-0.021333289081257995,0.0003253629184344353,-0.02383236012562809,0.0003253629184344353,0.007707401768336352
2008-10-16,-0.000894399363982612,-0.00019880151003872493,-0.000894399363982612,-0.000894399363982612,0.0002195207111554793,-0.00014628296517869496,-0.009685575384656878,-0.0006527430573720072,0.0044135724445176815,-0.0,-0.0006527430573720072,-0.0030959427149145325,0.008681556240997663,-0.0006527430573720072,0.009127318809227515,-0.0006527430573720072,0.0002135504631560542
2008-10-17,0.001074773420614794,-0.0009957936530152114,0.001074773420614794,0.001074773420614794,0.00606251439566546,-0.0007349181939003307,-0.005186260124368697,-0.00326606155483411,0.0013474010803154039,-0.0,-0.00326606155483411,-0.004124569895521178,0.0008230599156173303,-0.00326606155483411,-0.0012855551680155924,-0.00326606155483411,0.00590299192401382
2008-10-20,-0.001074003880065677,0.0011131888953666302,-0.001074003880065677,-0.001074003880065677,0.0009797538280026292,0.0008149510498736074,0.0032979547620030913,0.0036014966150568206,0.006729524120983439,-0.0,0.0036014966150568206,0.004774146629467377,0.012441477147479944,0.0036014966150568206,0.01293163339814375,0.0036014966150568206,0.0009528122572834391
2008-10-21,0.003041811567778052,0.0,0.003041811567778052,0.003041811567778052,0.010139903582560856,0.0,-0.006200150642035511,0.0,0.013925785200013889,-0.0,0.0,0.0031530979967831496,-0.003990756249579292,0.0,-0.0006247415046066172,0.0,0.009873711154841211
2008-10-22,0.0021430663672434846,-0.0006140533929700728,0.0021430663672434846,0.0021430663672434846,0.007205329884229797,-0.00045097384303730833,-0.01117632455356422,-0.0019608127349821647,0.009787700900789502,-0.0,-0.0019608127349821647,0.012101076115059966,-0.007499625787012892,-0.0019608127349821647,-0.011964535033846452,-0.0019608127349821647,0.007068920084624165
2008-10-23,-0.000891847650936084,0.0006168182082878532,-0.000891847650936084,-0.000891847650936084,0.0012655840966296998,0.00045167756022740385,-0.002853642299731671,0.001963379281047506,-0.00461289022837832,-0.0,0.001963379281047506,0.004333212748069393,0.00045107214616746264,0.001963379281047506,0.002348646043254706,0.001963379281047506,0.001236677019319257
2008-10-24,0.0012487264409309917,-0.0005132328800415799,0.0012487264409309917,0.0012487264409309917,-0.004030549878190976,-0.00037653751944455023,0.00426376453413867,-0.001633599411324349,0.020893616016982433,-0.0,-0.001633599411324349,-0.006253918128747192,-0.0071843951812262845,-0.001633599411324349,-0.0102667775752006,-0.001633599411324349,-0.003944948424409526
2008-10-27,-0.0037430632813998943,0.0007191806159077469,-0.0037430632813998943,-0.0037430632813998943,-0.0005344220206550945,0.0005282816156048302,-7.976371676986033e-05,0.0022888225332805545,0.0,-0.0,0.0022888225332805545,0.0004236490627101689,-0.009540274372254378,0.0022888225332805545,-0.007050702726223202,0.0022888225332805545,-0.0005270554225928438
2008-10-28,0.0017880883184863139,-0.00010284889276023847,0.0017880883184863139,0.0017880883184863139,-0.007693226851490693,-7.563680278599739e-05,0.004282933720690784,-0.0003272251308900076,-0.008638554352174725,-0.0,-0.0003272251308900076,-0.008540697198233695,0.020466995559235795,-0.0003272251308900076,0.023014964748527097,-0.0003272251308900076,-0.007640568647509094
2008-10-29,0.0008910276128056838,-0.0005335555695778152,0.0008910276128056838,0.0008910276128056838,0.001381612785315255,-0.0003819781478488334,0.0005434376504520013,-0.0016323201444154445,-0.011888606464016325,-0.0,-0.0016323201444154445,-0.0029011930072597495,-0.004717820309706635,-0.0016323201444154445,-0.0007278613703693732,-0.0016323201444154445,0.001376494344135532
2008-10-30,0.0012487554124261946,0.000648328676609398,0.0012487554124261946,0.0012487554124261946,-0.007297575925041846,0.00045939309314895355,-0.0033304766621440433,0.0019617514793777158,-0.0008156221602726225,-0.0,0.0019617514793777158,-0.005239540072562915,0.009801846706426308,0.0019617514793777158,0.0002328377038934023,0.0019617514793777158,-0.007213216324033837
2008-10-31,0.0007114873576760106,-0.0005404758153340659,0.0007114873576760106,0.0007114873576760106,-0.00192565154073763,-0.0003828957894062828,-0.003599666264521689,-0.0016327347204514453,0.010612192089180373,-0.0,-0.0016327347204514453,-0.00745527785584292,-0.002533802259990824,-0.0016327347204514453,-0.00019377936744375486,-0.0016327347204514453,-0.0019100309169326037
2008-11-03,0.0028097068762924504,-0.00014599373646868004,0.0028097068762924504,0.0028097068762924504,0.0015047860359884988,-0.00010222476087731008,-0.0006450477540745905,-0.0004254087364789494,0.00342313898196536,-0.0,-0.0004254087364789494,0.00153655951278543,0.0026279417644080186,-0.0004254087364789494,-5.0490020739018744e-05,-0.0004254087364789494,0.0014946465017153954
2008-11-04,-0.000535856982228855,0.00022685760537852437,-0.000535856982228855,-0.000535856982228855,0.01132087576585844,0.00015753564896686588,0.011872138238754198,0.000655194916243107,-0.014661504560421361,-0.0,0.000655194916243107,0.010703047122243934,0.003696195689815308,0.000655194916243107,7.776310888818178e-05,0.000655194916243107,0.01124494386177689
2008-11-05,0.0026784738423316634,0.0002293298734689545,0.0026784738423316634,0.0026784738423316634,0.004887708164184722,0.00015751428072136711,-0.006637136238394377,0.0006538289103457107,0.0022951233739934274,-0.0,0.0006538289103457107,0.006632382058294983,-0.0040287351002247845,0.0006538289103457107,7.759972758876934e-05,0.0006538289103457107,0.004859533974758702
2008-11-06,0.0005343868303924193,0.0008076434216178485,0.0005343868303924193,0.0005343868303924193,-0.002820919780091035,0.0005520299289247538,-0.001481051191782452,0.0022884836123086005,0.00939981682169492,-0.0,0.0022884836123086005,-0.004068213634274635,-0.006465452313645706,0.0022884836123086005,0.0002716103364038559,0.0022884836123086005,-0.002813829908415509
2008-11-07,-0.0026720414566145934,0.0,-0.0026720414566145934,-0.0026720414566145934,-0.0033481184655572566,0.0,0.0007341236511714411,0.0,-0.0014823035089315503,-0.0,0.0,-0.003667826224772997,0.004802264238368664,0.0,0.0053438098745285075,0.0,-0.003341236452488831
2008-11-10,0.004639379388864939,-0.00011543474305606615,0.004639379388864939,0.004639379388864939,0.0009479906790564014,-8.033973559865469e-05,0.002870284015424477,-0.00032689013996900496,0.0004946744180855505,-0.0,-0.00032689013996900496,0.0027482084624773553,-0.002223165150507208,-0.00032689013996900496,-0.002318516062367533,-0.00032689013996900496,0.0009559125757799895
2008-11-11,0.0010684094599063831,0.0,0.0010684094599063831,0.0010684094599063831,0.0034942824529807463,0.0,-0.0039976337697396145,0.0,0.0101374811629334,-0.0,0.0,0.0016713718464465264,-0.00317122364027207,0.0,-0.005457305469706764,0.0,0.0035081848977145083
2008-11-12,0.0023123001900705598,0.00011757860315221194,0.0023123001900705598,0.0023123001900705598,0.0057971498859340186,8.333879346388533e-05,-0.0054933527839421655,0.00032696139360599563,0.001437436304239626,-0.0,0.00032696139360599563,0.0036328197913866557,-0.005996616384296279,0.00032696139360599563,-0.0077350242309728885,0.00032696139360599563,0.0058138133048757385
2008-11-13,-0.0037290856606462253,0.0,-0.0037290856606462253,-0.0037290856606462253,-0.006776404897658561,0.0,0.005998746758434091,0.0,-0.010283199754954377,-0.0,0.0,-0.013550903589177613,0.013170451785483947,0.0,0.010839509237646611,0.0,-0.00681445217903224
2008-11-14,-0.00035557443281730716,0.0,-0.00035557443281730716,-0.00035557443281730716,0.009169464443414224,0.0,0.0033249674340098496,0.0,0.005211165868229293,-0.0,0.0,0.010845683970258828,-0.006859622077032305,0.0,-0.0005089253618166034,0.0,0.009211357881553268
2008-11-17,0.0026707026772855302,0.00023599672169613963,0.0026707026772855302,0.0026707026772855302,0.003861596554657192,0.00016755509792129507,-0.0018511127069050974,0.0006527024509319634,-0.000468457654165889,-0.0,0.0006527024509319634,0.0023625000044931637,-0.0023924381725387114,0.0006527024509319634,-0.0027611972901174634,0.0006527024509319634,0.0038749551187796404
2008-11-18,0.001600524108719581,-0.0005911515894631472,0.001600524108719581,0.001600524108719581,0.00706986371381557,-0.0004224558368404009,-0.00040267784644398743,-0.0016312772649086926,0.0018742995693720814,-0.0,-0.0016312772649086926,0.006890580673110918,0.00021523988504249756,-0.0016312772649086926,0.0031915537895267723,-0.0016312772649086926,0.007091867117091659
2008-11-19,0.002129471741201261,-0.0001200430592096983,0.002129471741201261,0.002129471741201261,0.009743634357487948,-8.459378659834304e-05,-0.0007208734574322606,-0.000325717006259163,0.002102590326659949,-0.0,-0.000325717006259163,0.013604977756876009,-0.006505851794177341,-0.000325717006259163,-0.010830937982535038,-0.000325717006259163,0.009785109362775322
2008-11-20,0.0028370263721599898,0.00036245864709739267,0.0028370263721599898,0.0028370263721599898,0.01791132627809857,0.00027178155258337415,0.00349389758872129,0.0009787502346318977,0.004191031443266363,-0.0,0.0009787502346318977,0.02654682497273921,-0.008965580790996389,0.0009787502346318977,-0.012274678749336668,0.0009787502346318977,0.017961703621553225
2008-11-21,-0.002477142294343815,-0.00012042961083146086,-0.002477142294343815,-0.002477142294343815,-0.007730215580842364,-9.365670776383624e-05,0.015679212073179735,-0.0003252672931211009,-0.003001987692735797,-0.0,-0.0003252672931211009,-0.006599453897486479,0.010898155123867794,-0.0003252672931211009,0.008678609222331818,-0.0003252672931211009,-0.007751322557153672
2008-11-24,-0.003723527443665886,0.00012237305811355198,-0.003723527443665886,-0.003723527443665886,-0.007814844872664397,9.371758910179959e-05,0.005309947946348527,0.000325337840960338,-0.015265039194220294,-0.0,0.000325337840960338,-0.0070799390837669035,0.0030321641031412273,0.000325337840960338,0.010961915291434587,0.000325337840960338,-0.0078114113267299815
2008-11-25,0.001245555004035226,0.00012352695396447588,0.001245555004035226,0.001245555004035226,0.014125250274568,9.419020327903775e-05,-9.998013783192745e-05,0.00032696139360599563,-0.0069830744629746895,-0.0,0.00032696139360599563,0.013151576338738823,0.0022826461338320944,0.00032696139360599563,0.0011430297345502863,0.00032696139360599563,0.014122234013978467
2008-11-26,0.0046144708427122705,0.0002485546249813289,0.0046144708427122705,0.0046144708427122705,0.0048341587648338845,0.00018892220637074168,-0.0012259411736479685,0.0006527024509319634,0.006530965532045156,-0.0,0.0006527024509319634,0.0005820130943201629,0.0017822668019399361,0.0006527024509319634,0.0059582857637145575,0.0006527024509319634,0.004833410628661975
2008-11-28,0.0008843395990268954,-0.00173932638965964,0.0008843395990268954,0.0008843395990268954,0.0015974978857083008,-0.0013378672505371717,-0.0001764680451674753,-0.004566776017017715,0.006195782127370806,-0.0,-0.004566776017017715,0.00535853766650185,0.0032424286939270906,-0.004566776017017715,0.0019263149301077642,-0.004566776017017715,0.0015990634093773033
2008-12-01,0.002467859604651901,0.0015746074302757632,0.052942468051214664,0.002467859604651901,0.01072231744985369,0.0012087733692368525,-0.011775402992797506,0.00412576834234013,0.003266742602468385,-0.0,0.00412576834234013,0.01657053641424174,-0.012230481725818238,0.00412576834234013,-0.013543522502227151,0.00412576834234013,0.01074628665648449
2008-12-02,-0.00017699806386500816,0.0004977565361805152,0.004895029934273751,-0.00017699806386500816,0.004085662180973693,0.0003915351249806511,0.003424072176830621,0.0013055397067278651,-0.0032502851514856212,-0.0,0.0013055397067278651,0.001588076899655996,0.004563229266787556,0.0013055397067278651,-0.0003144634510576008,0.0013055397067278651,0.004085662180973691
2008-12-03,0.0012400072626749248,-0.0008714768357693345,0.0035895799824003038,0.0012400072626749248,0.001217184509257011,-0.0006854595202311362,-0.0019893013653153355,-0.002284092101205837,0.0008689019095164023,-0.0,-0.002284092101205837,0.0011674282683277262,0.003655205187954148,-0.002284092101205837,-0.000224850964602632,-0.002284092101205837,0.0012171845092570108
2008-12-04,0.00035374547244249044,-0.00025656376417946365,0.02503793391883827,0.00035374547244249044,0.004868900876454788,-0.0001974864775055649,-0.0017736902470492353,-0.0006533508998093907,-0.0015223892161881937,-0.0,-0.0006533508998093907,0.008158814632621312,-0.00463577761865853,-0.0006533508998093907,-6.431845966452692e-05,-0.0006533508998093907,0.004868900876454786
2008-12-05,-0.0017684850752509584,0.0,-0.01863416165714396,-0.0017684850752509584,-0.00821226507240227,0.0,-0.002578819002607295,0.0,0.0023969119535643545,-0.0,0.0,-0.006646501030916539,0.004671198445985454,0.0,0.004109907632556365,0.0,-0.008212265072402266
2008-12-08,-0.002128150896657355,0.00013133691717956704,-0.0023158769850886367,-0.002128150896657355,-0.002881603978932808,9.92070583050215e-05,0.004473256714881079,0.0003270489855263792,-0.009770221087518181,-0.0,0.0003270489855263792,-0.0008801793565603373,0.0020405383422707106,0.0003270489855263792,0.005146983115253368,0.0003270489855263792,-0.0028816039789328076
2008-12-09,0.004615530157039527,-0.00026453806600198944,0.021030177158499527,0.004615530157039527,0.006498412234513389,-0.00021033525813278343,0.0003396038195646892,-0.0006544176556037562,0.0015126912314834676,-0.0,-0.0006544176556037562,0.008021987599579663,-0.0033470405130612145,-0.0006544176556037562,-0.002424202106876642,-0.0006544176556037562,0.0064984122345133856
2008-12-10,-0.0019477148931027477,0.00039669677093442934,-0.002374245998575336,-0.0019477148931027477,-0.0007122732178184168,0.0003154570626003246,0.008985471072187851,0.0009813612278761763,-0.0032385544038590576,-0.0,0.0009813612278761763,-0.0009670387858346499,0.0008048400826324799,0.0009813612278761763,0.0010014739156974357,0.0009813612278761763,-0.0007122732178184165
2008-12-11,0.003544616335955375,-0.000664504720412218,0.0019351535485141326,0.003544616335955375,0.004597730669827363,-0.0005269260971992105,0.0022341222692962457,-0.0016339164450316357,-0.012560958944184736,-0.0,-0.0016339164450316357,0.0007895644799925302,-0.000886657437187561,-0.0016339164450316357,-0.00354139774646632,-0.0016339164450316357,0.004597730669827361
2008-12-12,0.0007051932721562348,0.00026675970054554186,0.0,0.0007051932721562348,0.002131363926165081,0.00021134664208312753,0.0003957031003513165,0.0006539091325402646,-0.0013171162720347165,-0.0,0.0006539091325402646,0.0,0.000650393318715571,0.0006539091325402646,-0.0003762378669958399,0.0006539091325402646,0.0021313639261650802
2008-12-15,0.00106095491755398,-0.0001418014668470136,0.011310305422893985,0.00106095491755398,0.0017198058597020067,-0.00011401379194525005,0.004441262631393776,-0.0003254246861525423,-0.009801002046598542,-0.0,-0.0003254246861525423,0.004764843041005432,-0.0012582470509161817,-0.0003254246861525423,-3.183527328344606e-05,-0.0003254246861525423,0.0017198058597020056
2008-12-16,0.0007062805704939334,0.0004286964618231047,0.024120927258893494,0.0007062805704939334,0.012605909478476575,0.0003522320139567647,0.004503794880884087,0.000980340659384793,-0.013484882162572471,-0.0,0.000980340659384793,0.010315961841540641,0.006619768584240405,0.000980340659384793,0.0064730662719745214,0.000980340659384793,0.01260590947847657
2008-12-17,-0.0031765055060358205,-0.0004844009914013107,0.024147118534061516,-0.0031765055060358205,0.005295424090923787,-0.00037163069024164457,0.0025622465366822696,-0.0009797003659828274,-0.006630625187351451,-0.0,-0.0009797003659828274,0.011135048386821977,-0.0028259709546228106,-0.0009797003659828274,-0.0014219234005562545,-0.0009797003659828274,0.005295424090923784
2008-12-18,0.000708319054271378,-0.0005112796457681748,0.017095373191113573,0.000708319054271378,0.0053566064699873,-0.00037249391312015506,-0.00411082538036803,-0.0009818825603903347,0.009409507046067928,-0.0,-0.0009818825603903347,0.008538443119376004,0.0013081844564327987,-0.0009818825603903347,-0.0027530043908272316,-0.0009818825603903347,0.005356606469987297
2008-12-19,-0.001414050339145323,0.0005138028717040202,0.0008369645066310163,-0.001414050339145323,-0.002750036855826454,0.0004027590967530657,-0.003366468039136008,0.0009825257102969998,0.008240951743135204,-0.0,0.0009825257102969998,0.0004484433289436931,0.00026876317256837267,0.0009825257102969998,-0.000637823351968501,0.0009825257102969998,-0.002750036855826453
2008-12-22,-0.002831467769279339,0.0010698717870310456,-0.006045051091259199,-0.002831467769279339,-0.0021714058334900074,0.0008932463654756938,0.002316930365656212,0.001961914839574086,-0.00022417657082080992,-0.0,0.001961914839574086,-0.0032394903235722613,-0.0012075898096489419,0.001961914839574086,-0.0019036313512462353,0.001961914839574086,-0.0021714058334900066
2008-12-23,0.0003549964984409515,-0.0009101767408081486,-0.0010239223396219168,0.0003549964984409515,-0.0004164973610699516,-0.0007497014971317903,-0.002293024124389977,-0.001634281989225883,-0.0004490270412542402,-0.0,-0.001634281989225883,-0.000554238483336749,-0.0013137798217182925,-0.001634281989225883,-0.0006072688970317716,-0.001634281989225883,-0.0004164973610699514
2008-12-24,0.0003535131440070005,0.0009125112051841985,-0.0016629085380324633,0.0003535131440070005,-0.0008361395689959587,0.0007547614026207132,0.0023217263195114213,0.0016360645164074095,-0.00022574443745883971,-0.0,0.0016360645164074095,-0.0009007316829741716,0.0007015523160281266,0.0016360645164074095,0.0004161882528853295,0.0016360645164074095,-0.0008361395689959585
2008-12-26,0.0017723956073267821,0.0,0.0025622539126848778,0.0017723956073267821,0.004439773753635509,0.0,0.005920194713998972,0.0,-0.0029373414200262256,-0.0,0.0,0.0013883295424037135,0.0002605746999811774,0.0,0.0008566479824299746,0.0,0.0044397737536355075
2008-12-29,0.003304276012985996,-0.0031420620283816683,-0.0009288973056507331,0.003304276012985996,0.0018300881476541761,-0.002557216383957683,0.0020088066790810402,-0.005296133087293542,0.0027194757588497164,-0.0,-0.005296133087293542,-0.0005030803911318988,-0.00010735419430823446,-0.005296133087293542,-0.0004257194538370098,-0.005296133087293542,0.0018300881476541757
2008-12-30,0.0014176616402674647,0.005249221610655441,0.00737775407728422,0.0014176616402674647,0.0011924036545876745,0.005249221610655441,-0.0012086735119780183,0.005249221610655441,-0.002485478616914424,-0.0,0.005249221610655441,0.004086707310591072,0.0035284215450953125,0.005249221610655441,0.003519350900668226,0.005249221610655441,0.001192403654587674
2008-12-31,-0.0007085097787930539,-0.0032691685787764047,-0.016196107858552834,-0.0007085097787930539,-0.009679241159204923,-0.0032691685787764047,0.0017219136489914973,-0.0032691685787764047,0.0026019794443369725,-0.0,-0.0032691685787764047,-0.009250098675965683,0.002438695931125741,-0.0032691685787764047,0.0021288214718594143,-0.0032691685787764047,-0.009679241159204918
2009-01-02,-0.007973064486101966,0.0003273376813049955,-0.01827764034111699,-0.007973064486101966,-0.012278652793716092,0.0003273376813049955,-0.0008001520457364215,0.0003273376813049955,0.005415120060012959,-0.0,0.0003273376813049955,-0.010879724533368064,0.00404186773073658,0.0003273376813049955,-0.00041435987347258126,0.0003273376813049955,-0.012278652793716089
2009-01-05,0.0030289946329845607,0.0,-0.01741200417063036,0.0030289946329845607,-0.0014507141335966674,0.0,-0.004951544064839599,0.0,0.0063432588308436205,-0.0,0.0,-0.010835336155764036,0.0009353905080541696,0.0,0.0,0.0,-0.0014507141335966668
2009-01-06,0.0007113711483708318,0.00032803775406975433,-0.006362558835804694,0.0007113711483708318,-0.000512317957445357,0.00032803775406975433,0.001867242767740311,0.00032803775406975433,-0.0009238367441590103,-0.0,0.00032803775406975433,-0.004111034444747857,-0.0031575961962054264,0.00032803775406975433,3.277089148321628e-05,0.00032803775406975433,-0.0005123179574453569
2009-01-07,-0.0010662015110955991,0.0022917513406601753,0.00245509556123031,-0.0010662015110955991,0.00017102413461896691,0.0022917513406601753,-0.006812980076722862,0.0022917513406601753,-0.003735804967031395,-0.0,0.0022917513406601753,0.0016078210536961048,-0.0019091595389145303,0.0022917513406601753,0.00023159007918304895,0.0022917513406601753,0.00017102413461896686
2009-01-08,0.00035542020178369604,-0.0016340939766024132,-0.0005000210925560315,0.00035542020178369604,0.0022373174857403875,-0.0016340939766024132,0.005065185065038189,-0.0016340939766024132,-0.005879352451105528,-0.0,-0.0016340939766024132,-0.00032790297891720585,-0.0008834968622534814,-0.0016340939766024132,-0.00016667892254601386,-0.0016340939766024132,0.002237317485740387
2009-01-09,0.001067231506622468,0.0009826975533561155,0.0009469352554299272,0.001067231506622468,0.003975302174861153,0.0009826975533561155,-0.0015706891147121932,0.0009826975533561155,0.008969097312671797,-0.0,0.0009826975533561155,0.0006255076273460437,-0.0025302542373232912,0.0009826975533561155,0.00010054628381069201,0.0009826975533561155,0.003975302174861152
2009-01-12,0.00035473404901942285,-0.0006556787273884201,0.006509298230464652,0.00035473404901942285,0.0054672782118156404,-0.0006556787273884201,-0.00925098688070209,-0.0006556787273884201,0.0027508235030382867,-0.0,-0.0006556787273884201,0.004317872983119826,-0.0009098089728050869,-0.0006556787273884201,-0.004250503478010749,-0.0006556787273884201,0.005467278211815639
2009-01-13,0.00017811087227193045,0.0019635798108785796,0.0006567426791452883,0.00017811087227193045,0.0006398604742694337,0.0019635798108785796,0.0003847394426935632,0.0019635798108785796,0.00660806972729302,-0.0,0.0019635798108785796,0.0004390590074339513,-0.00032217757419289857,0.0019635798108785796,0.0002892936793969979,0.0019635798108785796,0.0006398604742694334
2009-01-14,0.0017747863359784954,0.0003270150790287696,0.010303388035103231,0.0017747863359784954,0.0050914560376127,0.0003270150790287696,-0.003499902426682954,0.0003270150790287696,0.0022345878139141723,-0.0,0.0003270150790287696,0.006930329778812756,-0.004030831314736119,0.0003270150790287696,-0.005564295013263718,0.0003270150790287696,0.005091456037612698
2009-01-15,-0.0015962047773951382,0.00032694380199316253,0.001007912342438933,-0.0015962047773951382,-0.000741794047542474,0.00032694380199316253,0.0019482491313154706,0.00032694380199316253,-0.0002223424510881236,-0.0,0.00032694380199316253,0.0006876238436404169,0.0013879930148508164,0.00032694380199316253,6.255067946646774e-05,0.00032694380199316253,-0.0007417940475424737
2009-01-16,0.000711227537296466,-0.0009800020888655059,-0.009476882610023586,0.000711227537296466,-0.008472652523423385,-0.0009800020888655059,0.007490169233702753,-0.0009800020888655059,-0.004935851103141334,-0.0,-0.0009800020888655059,-0.006471868524143787,0.0033110536046531873,-0.0009800020888655059,0.0014690681393579716,-0.0009800020888655059,-0.008472652523423382
2009-01-20,0.0007094945116254969,-0.002615150068527916,-0.00010502468654063858,0.0007094945116254969,-0.0013817468975928034,-0.002615150068527916,0.005803967642734528,-0.002615150068527916,0.016459076861225184,-0.0,-0.002615150068527916,-7.256680280120893e-05,-0.00474997992737703,-0.002615150068527916,-0.010036441513970252,-0.002615150068527916,-0.001381746897592803
2009-01-21,-0.00230590069424097,0.002619717371236452,-0.0189963014013746,-0.00230590069424097,-0.008029701658554813,0.002619717371236452,-0.0011666616269757,0.002619717371236452,-0.004791276782961168,-0.0,0.002619717371236452,-0.013170478892198748,0.003317049438812675,0.002619717371236452,0.008052976012991625,0.002619717371236452,-0.00802970165855481
2009-01-22,0.0007107749688893827,0.0003264702711859302,-0.01075123759204107,0.0007107749688893827,-0.005850617933686311,0.0003264702711859302,0.0013656776109542284,0.0003264702711859302,-0.0004194940725265617,-0.0,0.0003264702711859302,-0.007709166144183417,0.0002745932385886172,0.0003264702711859302,-0.0029205263188877197,0.0003264702711859302,-0.005850617933686309
2009-01-23,-0.00035600485381798164,-0.00032639923142219196,-0.004266080339870349,-0.00035600485381798164,0.00018494090225357426,-0.00032639923142219196,0.012682889109626226,-0.00032639923142219196,-0.00021325019270893614,-0.0,-0.00032639923142219196,-0.0030897516501400945,-0.0006928834957911587,-0.00032639923142219196,0.0008202176396646997,-0.00032639923142219196,0.00018494090225357418
2009-01-26,-0.0019528157430503401,-0.00032739424365146874,-0.004735270109051367,-0.0019528157430503401,-0.0022268031377630517,-0.00032739424365146874,0.0013209137877712458,-0.00032739424365146874,-0.0073195999217665645,-0.0,-0.00032739424365146874,-0.0034695740559314726,0.0023394319118287955,-0.00032739424365146874,0.001324115366713066,-0.00032739424365146874,-0.0022268031377630504
2009-01-27,0.0016003816294655193,-0.0006524669700148644,0.0126906660419906,0.0016003816294655193,0.00584588464996571,-0.0006524669700148644,-0.0017939210371632078,-0.0006524669700148644,-0.0006488031224083412,-0.0,-0.0006524669700148644,0.009321661082776787,0.0028541815351594267,-0.0006524669700148644,-0.0006636035658768431,-0.0006524669700148644,0.005845884649965707
2009-01-28,-0.0005334742577999263,-0.0006556787273884201,-0.013087258036874515,-0.0005334742577999263,-0.005719331584040543,-0.0006556787273884201,-0.003052349003755599,-0.0006556787273884201,0.0020388332608559027,-0.0,-0.0006556787273884201,-0.009810377483613722,0.002989093991137123,-0.0006556787273884201,-8.614437993657696e-05,-0.0006556787273884201,-0.00571933158404054
